AdvantEdge -  TechEdge © 2026 - Polsat Media
Analysis:,Time
Time:,"26 August 2026, 11:54:31"
Period:,2024-01-01 - 2026-08-24,[24-27]
Targets:,"Poland OOH	Nat[Live +2 OOH]	A16-59	58,443%	-	19695053	4619"
------------------------------------

,,,Units,Target,Universe
,,,TRP (avgW),ATV,Share
,,,A16-59,A16-59,A16-59
Channel,Date,Time,Nat[Live +2 OOH],Nat[Live +2 OOH],Nat[Live +2 OOH]
TV PULS,2026-02-14,07:45:00,"0,471","0,071","5,758"
TV PULS,2026-02-14,08:00:00,"0,409","0,061","4,474"
TV PULS,2026-02-14,08:15:00,"0,481","0,072","4,503"
TV PULS,2026-02-14,08:30:00,"0,484","0,073","4,066"
TV PULS,2026-02-14,08:45:00,"0,623","0,093","4,966"
TV PULS,2026-02-14,09:00:00,"0,290","0,043","2,155"
TV PULS,2026-02-14,09:15:00,"0,367","0,055","2,546"
TV PULS,2026-02-14,09:30:00,"0,216","0,032","1,416"
TV PULS,2026-02-14,09:45:00,"0,385","0,058","2,378"
TV PULS,2026-02-14,10:00:00,"0,233","0,035","1,351"
TV PULS,2026-02-14,10:15:00,"0,505","0,076","2,837"
TV PULS,2026-02-14,10:30:00,"0,488","0,073","2,840"
TV PULS,2026-02-14,10:45:00,"0,558","0,084","3,310"
TV PULS,2026-02-14,11:00:00,"0,473","0,071","2,674"
TV PULS,2026-02-14,11:15:00,"0,539","0,081","3,216"
TV PULS,2026-02-14,11:30:00,"0,550","0,083","3,243"
TV PULS,2026-02-14,11:45:00,"0,664","0,100","3,817"
TV PULS,2026-02-14,12:00:00,"0,726","0,109","4,252"
TV PULS,2026-02-14,12:15:00,"0,850","0,127","4,904"
TV PULS,2026-02-14,12:30:00,"0,770","0,116","4,381"
TV PULS,2026-02-14,12:45:00,"0,886","0,133","4,844"
TV PULS,2026-02-14,13:00:00,"0,745","0,112","3,904"
TV PULS,2026-02-14,13:15:00,"0,806","0,121","4,158"
TV PULS,2026-02-14,13:30:00,"0,742","0,111","3,805"
TV PULS,2026-02-14,13:45:00,"0,834","0,125","4,197"
TV PULS,2026-02-14,14:00:00,"0,735","0,110","3,557"
TV PULS,2026-02-14,14:15:00,"0,765","0,115","3,698"
TV PULS,2026-02-14,14:30:00,"0,935","0,140","4,497"
TV PULS,2026-02-14,14:45:00,"0,860","0,129","4,052"
TV PULS,2026-02-14,15:00:00,"0,754","0,113","3,457"
TV PULS,2026-02-14,15:15:00,"0,757","0,114","3,416"
TV PULS,2026-02-14,15:30:00,"0,854","0,128","3,699"
TV PULS,2026-02-14,15:45:00,"0,990","0,149","4,261"
TV PULS,2026-02-14,16:00:00,"0,954","0,143","4,042"
TV PULS,2026-02-14,16:15:00,"0,772","0,116","3,272"
TV PULS,2026-02-14,16:30:00,"0,941","0,141","3,816"
TV PULS,2026-02-14,16:45:00,"1,032","0,155","4,073"
TV PULS,2026-02-14,17:00:00,"0,911","0,137","3,439"
TV PULS,2026-02-14,17:15:00,"0,698","0,105","2,514"
TV PULS,2026-02-14,17:30:00,"0,707","0,106","2,454"
TV PULS,2026-02-14,17:45:00,"0,736","0,110","2,601"
TV PULS,2026-02-14,18:00:00,"0,794","0,119","2,892"
TV PULS,2026-02-14,18:15:00,"0,945","0,142","3,418"
TV PULS,2026-02-14,18:30:00,"1,108","0,166","3,799"
TV PULS,2026-02-14,18:45:00,"1,158","0,174","3,849"
TV PULS,2026-02-14,19:00:00,"1,018","0,153","3,090"
TV PULS,2026-02-14,19:15:00,"0,867","0,130","2,593"
TV PULS,2026-02-14,19:30:00,"1,085","0,163","3,272"
TV PULS,2026-02-14,19:45:00,"0,802","0,120","2,358"
TV PULS,2026-02-14,20:00:00,"0,796","0,119","2,324"
TV PULS,2026-02-14,20:15:00,"0,813","0,122","2,331"
TV PULS,2026-02-14,20:30:00,"1,037","0,156","3,049"
TV PULS,2026-02-14,20:45:00,"1,190","0,178","3,623"
TV PULS,2026-02-14,21:00:00,"1,046","0,157","3,144"
TV PULS,2026-02-14,21:15:00,"1,080","0,162","3,230"
TV PULS,2026-02-14,21:30:00,"1,158","0,174","3,524"
TV PULS,2026-02-14,21:45:00,"1,192","0,179","3,707"
TV PULS,2026-02-14,22:00:00,"1,388","0,208","4,469"
TV PULS,2026-02-14,22:15:00,"0,957","0,144","3,150"
TV PULS,2026-02-14,22:30:00,"0,997","0,149","3,457"
TV PULS,2026-02-14,22:45:00,"1,042","0,156","3,901"
TV PULS,2026-02-14,23:00:00,"0,755","0,113","3,150"
TV PULS,2026-02-14,23:15:00,"1,020","0,153","4,605"
TV PULS,2026-02-14,23:30:00,"0,987","0,148","4,825"
TV PULS,2026-02-14,23:45:00,"1,005","0,151","5,312"
TV PULS,2026-02-14,24:00:00,"0,858","0,129","5,027"
TV PULS,2026-02-14,24:15:00,"0,583","0,087","3,657"
TV PULS,2026-02-14,24:30:00,"0,425","0,064","3,157"
TV PULS,2026-02-14,24:45:00,"0,416","0,062","3,460"
TV PULS,2026-02-14,25:00:00,"0,371","0,056","3,478"
TV PULS,2026-02-14,25:15:00,"0,285","0,043","3,000"
TV PULS,2026-02-14,25:30:00,"0,287","0,043","3,387"
TV PULS,2026-02-14,25:45:00,"0,268","0,040","3,656"
TV PULS,2026-02-15,02:00:00,"0,240","0,036","3,549"
TV PULS,2026-02-15,02:15:00,"0,278","0,042","4,428"
TV PULS,2026-02-15,02:30:00,"0,143","0,021","2,406"
TV PULS,2026-02-15,02:45:00,"0,103","0,015","1,988"
TV PULS,2026-02-15,03:00:00,"0,075","0,011","1,557"
TV PULS,2026-02-15,03:15:00,"0,063","0,010","1,485"
TV PULS,2026-02-15,03:30:00,"0,060","0,009","1,536"
TV PULS,2026-02-15,03:45:00,"0,077","0,012","2,295"
TV PULS,2026-02-15,04:00:00,"0,060","0,009","1,772"
TV PULS,2026-02-15,04:15:00,"0,072","0,011","2,224"
TV PULS,2026-02-15,04:30:00,"0,047","0,007","1,474"
TV PULS,2026-02-15,04:45:00,"0,029","0,004","1,084"
TV PULS,2026-02-15,05:00:00,"0,057","0,009","2,147"
TV PULS,2026-02-15,05:15:00,"0,021","0,003","0,728"
TV PULS,2026-02-15,05:30:00,"0,081","0,012","2,923"
TV PULS,2026-02-15,05:45:00,"0,148","0,022","5,204"
TV PULS,2026-02-15,06:00:00,"0,166","0,025","5,319"
TV PULS,2026-02-15,06:15:00,"0,191","0,029","5,892"
TV PULS,2026-02-15,06:30:00,"0,216","0,032","6,130"
TV PULS,2026-02-15,06:45:00,"0,235","0,035","5,941"
TV PULS,2026-02-15,07:00:00,"0,337","0,050","7,196"
TV PULS,2026-02-15,07:15:00,"0,372","0,056","6,561"
TV PULS,2026-02-15,07:30:00,"0,396","0,059","5,398"
TV PULS,2026-02-15,07:45:00,"0,522","0,078","5,823"
TV PULS,2026-02-15,08:00:00,"0,548","0,082","5,292"
TV PULS,2026-02-15,08:15:00,"0,440","0,066","3,899"
TV PULS,2026-02-15,08:30:00,"0,525","0,079","4,106"
TV PULS,2026-02-15,08:45:00,"0,697","0,105","4,818"
TV PULS,2026-02-15,09:00:00,"0,821","0,123","4,848"
TV PULS,2026-02-15,09:15:00,"0,837","0,126","4,687"
TV PULS,2026-02-15,09:30:00,"1,089","0,163","5,703"
TV PULS,2026-02-15,09:45:00,"1,236","0,185","5,968"
TV PULS,2026-02-15,10:00:00,"1,527","0,229","6,948"
TV PULS,2026-02-15,10:15:00,"1,454","0,218","6,441"
TV PULS,2026-02-15,10:30:00,"1,381","0,207","6,082"
TV PULS,2026-02-15,10:45:00,"1,511","0,227","6,598"
TV PULS,2026-02-15,11:00:00,"1,632","0,245","6,775"
TV PULS,2026-02-15,11:15:00,"1,591","0,239","6,549"
TV PULS,2026-02-15,11:30:00,"1,579","0,237","6,352"
TV PULS,2026-02-15,11:45:00,"1,566","0,235","6,446"
TV PULS,2026-02-15,12:00:00,"1,519","0,228","6,271"
TV PULS,2026-02-15,12:15:00,"1,145","0,172","4,669"
TV PULS,2026-02-15,12:30:00,"1,194","0,179","4,844"
TV PULS,2026-02-15,12:45:00,"1,271","0,191","5,167"
TV PULS,2026-02-15,13:00:00,"1,556","0,233","6,371"
TV PULS,2026-02-15,13:15:00,"1,336","0,200","5,311"
TV PULS,2026-02-15,13:30:00,"1,580","0,237","6,076"
TV PULS,2026-02-15,13:45:00,"1,129","0,169","4,368"
TV PULS,2026-02-15,14:00:00,"1,105","0,166","4,226"
TV PULS,2026-02-15,14:15:00,"1,189","0,178","4,442"
TV PULS,2026-02-15,14:30:00,"1,142","0,171","4,290"
TV PULS,2026-02-15,14:45:00,"0,946","0,142","3,469"
TV PULS,2026-02-15,15:00:00,"1,051","0,158","3,846"
TV PULS,2026-02-15,15:15:00,"1,046","0,157","3,810"
TV PULS,2026-02-15,15:30:00,"1,040","0,156","3,769"
TV PULS,2026-02-15,15:45:00,"1,019","0,153","3,665"
TV PULS,2026-02-15,16:00:00,"1,327","0,199","4,681"
TV PULS,2026-02-15,16:15:00,"1,076","0,161","3,765"
TV PULS,2026-02-15,16:30:00,"1,048","0,157","3,614"
TV PULS,2026-02-15,16:45:00,"1,243","0,186","4,264"
TV PULS,2026-02-15,17:00:00,"1,224","0,184","4,008"
TV PULS,2026-02-15,17:15:00,"1,234","0,185","4,036"
TV PULS,2026-02-15,17:30:00,"1,112","0,167","3,643"
TV PULS,2026-02-15,17:45:00,"1,044","0,157","3,405"
TV PULS,2026-02-15,18:00:00,"0,839","0,126","2,672"
TV PULS,2026-02-15,18:15:00,"0,762","0,114","2,432"
TV PULS,2026-02-15,18:30:00,"0,720","0,108","2,294"
TV PULS,2026-02-15,18:45:00,"0,933","0,140","2,870"
TV PULS,2026-02-15,19:00:00,"0,738","0,111","2,174"
TV PULS,2026-02-15,19:15:00,"0,822","0,123","2,422"
TV PULS,2026-02-15,19:30:00,"0,806","0,121","2,389"
TV PULS,2026-02-15,19:45:00,"0,924","0,139","2,687"
TV PULS,2026-02-15,20:00:00,"1,265","0,190","3,708"
TV PULS,2026-02-15,20:15:00,"1,126","0,169","3,265"
TV PULS,2026-02-15,20:30:00,"0,997","0,150","2,891"
TV PULS,2026-02-15,20:45:00,"1,025","0,154","2,982"
TV PULS,2026-02-15,21:00:00,"1,007","0,151","2,988"
TV PULS,2026-02-15,21:15:00,"0,732","0,110","2,178"
TV PULS,2026-02-15,21:30:00,"0,918","0,138","2,849"
TV PULS,2026-02-15,21:45:00,"0,792","0,119","2,554"
TV PULS,2026-02-15,22:00:00,"1,057","0,159","3,564"
TV PULS,2026-02-15,22:15:00,"1,233","0,185","4,551"
TV PULS,2026-02-15,22:30:00,"0,872","0,131","3,385"
TV PULS,2026-02-15,22:45:00,"0,714","0,107","3,122"
TV PULS,2026-02-15,23:00:00,"0,814","0,122","4,023"
TV PULS,2026-02-15,23:15:00,"0,868","0,130","4,625"
TV PULS,2026-02-15,23:30:00,"0,746","0,112","4,570"
TV PULS,2026-02-15,23:45:00,"0,851","0,128","6,041"
TV PULS,2026-02-15,24:00:00,"0,867","0,130","6,970"
TV PULS,2026-02-15,24:15:00,"0,605","0,091","5,571"
TV PULS,2026-02-15,24:30:00,"0,458","0,069","4,828"
TV PULS,2026-02-15,24:45:00,"0,375","0,056","4,555"
TV PULS,2026-02-15,25:00:00,"0,330","0,049","4,495"
TV PULS,2026-02-15,25:15:00,"0,233","0,035","3,588"
TV PULS,2026-02-15,25:30:00,"0,201","0,030","3,430"
TV PULS,2026-02-15,25:45:00,"0,130","0,020","2,481"
TV PULS,2026-02-16,02:00:00,"0,209","0,031","4,510"
TV PULS,2026-02-16,02:15:00,"0,251","0,038","5,994"
TV PULS,2026-02-16,02:30:00,"0,286","0,043","7,359"
TV PULS,2026-02-16,02:45:00,"0,235","0,035","6,533"
TV PULS,2026-02-16,03:00:00,"0,180","0,027","5,699"
TV PULS,2026-02-16,03:15:00,"0,124","0,019","4,382"
TV PULS,2026-02-16,03:30:00,"0,114","0,017","4,453"
TV PULS,2026-02-16,03:45:00,"0,114","0,017","4,722"
TV PULS,2026-02-16,04:00:00,"0,114","0,017","4,733"
TV PULS,2026-02-16,04:15:00,"0,136","0,020","5,900"
TV PULS,2026-02-16,04:30:00,"0,091","0,014","4,167"
TV PULS,2026-02-16,04:45:00,"0,045","0,007","2,098"
TV PULS,2026-02-16,05:00:00,"0,055","0,008","2,564"
TV PULS,2026-02-16,05:15:00,"0,055","0,008","2,342"
TV PULS,2026-02-16,05:30:00,"0,044","0,007","1,792"
TV PULS,2026-02-16,05:45:00,"0,148","0,022","5,424"
TV PULS,2026-02-16,06:00:00,"0,182","0,027","5,889"
TV PULS,2026-02-16,06:15:00,"0,194","0,029","5,290"
TV PULS,2026-02-16,06:30:00,"0,279","0,042","6,734"
TV PULS,2026-02-16,06:45:00,"0,319","0,048","6,709"
TV PULS,2026-02-16,07:00:00,"0,282","0,042","5,354"
TV PULS,2026-02-16,07:15:00,"0,268","0,040","4,366"
TV PULS,2026-02-16,07:30:00,"0,473","0,071","7,219"
TV PULS,2026-02-16,07:45:00,"0,563","0,084","7,708"
TV PULS,2026-02-16,08:00:00,"0,580","0,087","7,161"
TV PULS,2026-02-16,08:15:00,"0,611","0,092","6,759"
TV PULS,2026-02-16,08:30:00,"0,634","0,095","6,562"
TV PULS,2026-02-16,08:45:00,"0,607","0,091","5,892"
TV PULS,2026-02-16,09:00:00,"0,521","0,078","4,908"
TV PULS,2026-02-16,09:15:00,"0,554","0,083","4,847"
TV PULS,2026-02-16,09:30:00,"0,517","0,078","4,254"
TV PULS,2026-02-16,09:45:00,"0,542","0,081","4,401"
TV PULS,2026-02-16,10:00:00,"0,267","0,040","2,169"
TV PULS,2026-02-16,10:15:00,"0,346","0,052","2,784"
TV PULS,2026-02-16,10:30:00,"0,445","0,067","3,434"
TV PULS,2026-02-16,10:45:00,"0,458","0,069","3,478"
TV PULS,2026-02-16,11:00:00,"0,455","0,068","3,373"
TV PULS,2026-02-16,11:15:00,"0,400","0,060","3,151"
TV PULS,2026-02-16,11:30:00,"0,327","0,049","2,701"
TV PULS,2026-02-16,11:45:00,"0,307","0,046","2,495"
TV PULS,2026-02-16,12:00:00,"0,322","0,048","2,588"
TV PULS,2026-02-16,12:15:00,"0,374","0,056","2,978"
TV PULS,2026-02-16,12:30:00,"0,410","0,062","3,206"
TV PULS,2026-02-16,12:45:00,"0,397","0,059","3,119"
TV PULS,2026-02-16,13:00:00,"0,400","0,060","3,130"
TV PULS,2026-02-16,13:15:00,"0,429","0,064","3,202"
TV PULS,2026-02-16,13:30:00,"0,366","0,055","2,760"
TV PULS,2026-02-16,13:45:00,"0,435","0,065","3,147"
TV PULS,2026-02-16,14:00:00,"0,197","0,030","1,307"
TV PULS,2026-02-16,14:15:00,"0,274","0,041","1,784"
TV PULS,2026-02-16,14:30:00,"0,260","0,039","1,631"
TV PULS,2026-02-16,14:45:00,"0,290","0,044","1,882"
TV PULS,2026-02-16,15:00:00,"0,462","0,069","2,991"
TV PULS,2026-02-16,15:15:00,"0,527","0,079","3,175"
TV PULS,2026-02-16,15:30:00,"0,713","0,107","4,078"
TV PULS,2026-02-16,15:45:00,"0,719","0,108","3,916"
TV PULS,2026-02-16,16:00:00,"0,577","0,087","2,980"
TV PULS,2026-02-16,16:15:00,"0,571","0,086","2,843"
TV PULS,2026-02-16,16:30:00,"0,669","0,100","3,143"
TV PULS,2026-02-16,16:45:00,"0,623","0,093","2,722"
TV PULS,2026-02-16,17:00:00,"0,610","0,092","2,499"
